x-coordinate,y-coordinate,Similarity_score
2,9,2.871028270771294e-16
2,10,2.871028270771294e-16
2,11,2.871028270771294e-16
2,12,2.871028270771294e-16
2,13,2.871028270771294e-16
2,14,2.871028270771294e-16
2,15,2.871028270771294e-16
2,16,2.871028270771294e-16
2,17,2.871028270771294e-16
2,18,2.871028270771294e-16
2,19,2.871028270771294e-16
2,20,2.871028270771294e-16
2,21,2.871028270771294e-16
2,22,2.871028270771294e-16
2,23,2.871028270771294e-16
2,24,2.871028270771294e-16
2,25,2.871028270771294e-16
2,26,2.871028270771294e-16
2,27,2.871028270771294e-16
2,28,2.871028270771294e-16
2,29,2.871028270771294e-16
2,30,2.871028270771294e-16
2,31,2.871028270771294e-16
2,32,2.871028270771294e-16
2,33,2.871028270771294e-16
2,34,2.871028270771294e-16
2,35,2.871028270771294e-16
2,36,2.871028270771294e-16
2,37,2.871028270771294e-16
2,38,2.871028270771294e-16
2,39,2.871028270771294e-16
2,40,2.871028270771294e-16
2,41,2.871028270771294e-16
2,42,2.871028270771294e-16
2,43,2.871028270771294e-16
2,44,2.871028270771294e-16
2,45,2.871028270771294e-16
2,46,2.871028270771294e-16
2,47,2.871028270771294e-16
2,48,2.871028270771294e-16
2,49,2.871028270771294e-16
2,50,2.871028270771294e-16
2,51,2.871028270771294e-16
2,52,2.871028270771294e-16
2,53,2.871028270771294e-16
2,54,2.871028270771294e-16
2,55,2.871028270771294e-16
2,56,2.871028270771294e-16
2,57,2.871028270771294e-16
2,58,2.871028270771294e-16
2,59,2.871028270771294e-16
2,60,2.871028270771294e-16
2,61,2.871028270771294e-16
2,62,2.871028270771294e-16
2,63,2.871028270771294e-16
2,64,2.871028270771294e-16
2,65,2.871028270771294e-16
2,66,2.871028270771294e-16
2,67,2.871028270771294e-16
2,68,2.871028270771294e-16
2,69,2.871028270771294e-16
2,70,2.871028270771294e-16
2,71,2.871028270771294e-16
2,72,2.871028270771294e-16
2,73,2.871028270771294e-16
2,74,2.871028270771294e-16
2,75,2.871028270771294e-16
2,76,2.871028270771294e-16
2,77,2.871028270771294e-16
2,78,2.871028270771294e-16
2,79,2.871028270771294e-16
2,80,2.871028270771294e-16
2,81,2.871028270771294e-16
2,82,2.871028270771294e-16
2,83,2.871028270771294e-16
2,84,2.871028270771294e-16
2,85,2.871028270771294e-16
2,86,2.871028270771294e-16
2,87,2.7893897095493885e-16
2,88,2.871028270771294e-16
2,89,2.871028270771294e-16
2,90,2.871028270771294e-16
2,91,2.871028270771294e-16
2,92,2.871028270771294e-16
2,93,2.871028270771294e-16
2,94,2.871028270771294e-16
2,95,2.871028270771294e-16
2,96,2.871028270771294e-16
2,97,2.871028270771294e-16
2,98,2.871028270771294e-16
2,99,2.871028270771294e-16
2,100,2.871028270771294e-16
2,101,2.871028270771294e-16
2,102,2.871028270771294e-16
2,103,2.871028270771294e-16
2,104,2.871028270771294e-16
2,105,2.871028270771294e-16
2,106,2.871028270771294e-16
2,107,2.871028270771294e-16
2,108,2.871028270771294e-16
2,109,2.871028270771294e-16
2,110,2.871028270771294e-16
2,111,2.871028270771294e-16
2,112,2.871028270771294e-16
2,113,2.871028270771294e-16
2,114,2.871028270771294e-16
2,115,2.871028270771294e-16
2,116,2.871028270771294e-16
2,117,2.871028270771294e-16
2,118,2.871028270771294e-16
2,119,2.871028270771294e-16
2,120,2.871028270771294e-16
2,121,2.871028270771294e-16
2,122,2.871028270771294e-16
2,123,2.871028270771294e-16
2,124,2.871028270771294e-16
2,125,2.871028270771294e-16
2,126,2.871028270771294e-16
2,127,2.871028270771294e-16
2,128,2.871028270771294e-16
2,129,2.871028270771294e-16
2,130,2.871028270771294e-16
2,131,2.871028270771294e-16
2,132,2.871028270771294e-16
2,133,2.871028270771294e-16
2,134,2.871028270771294e-16
2,135,2.871028270771294e-16
2,136,2.871028270771294e-16
2,137,2.871028270771294e-16
2,138,2.871028270771294e-16
2,139,2.871028270771294e-16
2,140,2.871028270771294e-16
2,141,2.871028270771294e-16
2,142,2.871028270771294e-16
2,143,2.871028270771294e-16
2,144,2.871028270771294e-16
2,145,2.871028270771294e-16
2,146,2.871028270771294e-16
2,147,2.871028270771294e-16
2,148,2.871028270771294e-16
2,149,2.871028270771294e-16
2,150,2.871028270771294e-16
2,151,2.871028270771294e-16
2,152,2.871028270771294e-16
2,153,2.871028270771294e-16
2,154,2.871028270771294e-16
2,155,2.871028270771294e-16
2,156,2.871028270771294e-16
2,157,2.871028270771294e-16
2,158,2.871028270771294e-16
2,159,2.871028270771294e-16
2,160,2.871028270771294e-16
2,161,2.871028270771294e-16
2,162,2.871028270771294e-16
2,163,2.871028270771294e-16
2,164,2.871028270771294e-16
2,165,2.871028270771294e-16
2,166,2.871028270771294e-16
2,167,2.871028270771294e-16
2,168,2.871028270771294e-16
2,169,2.871028270771294e-16
2,170,2.871028270771294e-16
2,171,2.871028270771294e-16
2,172,2.871028270771294e-16
2,173,2.871028270771294e-16
2,174,2.871028270771294e-16
2,175,2.871028270771294e-16
2,176,2.871028270771294e-16
2,177,2.871028270771294e-16
2,178,2.871028270771294e-16
2,179,2.871028270771294e-16
2,180,2.871028270771294e-16
2,181,2.871028270771294e-16
2,182,2.871028270771294e-16
2,183,2.871028270771294e-16
2,184,2.871028270771294e-16
2,185,2.871028270771294e-16
2,186,2.871028270771294e-16
2,187,2.871028270771294e-16
2,188,2.871028270771294e-16
2,189,2.871028270771294e-16
2,190,2.871028270771294e-16
2,191,2.871028270771294e-16
2,192,2.871028270771294e-16
2,193,2.871028270771294e-16
2,194,2.871028270771294e-16
2,195,2.871028270771294e-16
2,196,2.871028270771294e-16
2,197,2.871028270771294e-16
2,198,2.871028270771294e-16
2,199,2.871028270771294e-16
2,200,2.871028270771294e-16
2,201,2.871028270771294e-16
2,202,2.871028270771294e-16
2,203,2.871028270771294e-16
2,204,2.871028270771294e-16
2,205,2.871028270771294e-16
2,206,2.871028270771294e-16
2,207,2.871028270771294e-16
2,208,2.871028270771294e-16
2,209,2.871028270771294e-16
2,210,2.871028270771294e-16
2,211,2.871028270771294e-16
2,212,2.871028270771294e-16
2,213,2.871028270771294e-16
3,4,3.4763428091626264e-16
3,5,5.094204104981569e-16
3,6,4.912959533752707e-16
3,7,4.3878481353789875e-16
3,8,3.000550843972403e-16
3,9,3.1918462834076346e-16
3,10,4.872807128472572e-16
3,11,5.094204104981569e-16
3,12,4.790393811097748e-16
3,13,4.441820939794598e-16
3,14,4.2202555770892127e-16
3,15,3.3763074707318113e-16
3,16,4.617103507516489e-16
3,17,4.933572191605592e-16
3,18,5.094204104981569e-16
3,19,4.79175735684192e-16
3,20,4.704357830044308e-16
3,21,4.476805484230389e-16
3,22,4.465514407658036e-16
3,23,3.8968628801839384e-16
3,24,3.780145861153139e-16
3,25,4.935622293608142e-16
3,26,3.184183917835321e-16
3,27,2.872356616100176e-16
3,28,3.85755367812287e-16
3,29,5.094204104981569e-16
3,30,5.094204104981569e-16
3,31,3.071071965939764e-16
3,32,3.0097804697532084e-16
3,33,4.1678316043922534e-16
3,34,3.2245333376783953e-16
3,35,3.911589203203949e-16
3,36,5.094204104981569e-16
3,37,3.1060734969702605e-16
3,38,4.348647249529123e-16
3,39,4.1471357563310726e-16
3,40,3.003707763858824e-16
3,41,5.094204104981569e-16
3,42,3.3108638862075824e-16
3,43,4.854907798615202e-16
3,44,3.4637810495689853e-16
3,45,4.7665184926059e-16
3,46,4.0923810666976695e-16
3,47,4.376165109409421e-16
3,48,4.858059873577473e-16
3,49,4.643115588539255e-16
3,50,5.094204104981569e-16
3,51,5.094204104981569e-16
3,52,3.562692411884328e-16
3,53,4.0827139796219224e-16
3,54,4.770684816710035e-16
3,55,3.1814493160472258e-16
3,56,3.1709943213070514e-16
3,57,3.443690591606172e-16
3,58,3.09469133123394e-16
3,59,3.6646915335760946e-16
3,60,3.276281687089489e-16
3,61,2.993058225370025e-16
3,62,3.505945469492816e-16
3,63,5.094204104981569e-16
3,64,5.094204104981569e-16
3,65,4.974288841373466e-16
3,66,4.803020972932665e-16
3,67,3.1400262455074864e-16
3,68,3.049520784775191e-16
3,69,5.094204104981569e-16
3,70,3.7022041153937267e-16
3,71,4.89434125606679e-16
3,72,5.094204104981569e-16
3,73,5.094204104981569e-16
3,74,5.094204104981569e-16
3,75,3.0922216544640774e-16
3,76,2.949469565429865e-16
3,77,3.2987235527387066e-16
3,78,5.094204104981569e-16
3,79,4.693093351822263e-16
3,80,3.3603300991931275e-16
3,81,2.902477457910896e-16
3,82,5.094204104981569e-16
3,83,4.071035813330711e-16
3,84,4.933327500581949e-16
3,85,5.094204104981569e-16
3,86,4.865967937007437e-16
3,87,2.7893897095493885e-16
3,88,5.094204104981569e-16
3,89,4.839682638000031e-16
3,90,4.940373263449943e-16
3,91,5.094204104981569e-16
3,92,5.094204104981569e-16
3,93,4.2551402739084754e-16
3,94,5.094204104981569e-16
3,95,4.501197034519112e-16
3,96,5.094204104981569e-16
3,97,5.094204104981569e-16
3,98,4.773232059105474e-16
3,99,5.094204104981569e-16
3,100,4.2810647707339976e-16
3,101,5.094204104981569e-16
3,102,4.57229116169708e-16
3,103,5.094204104981569e-16
3,104,4.455840804398177e-16
3,105,4.1199562761231145e-16
3,106,3.052666854919517e-16
3,107,5.094204104981569e-16
3,108,4.498532019168598e-16
3,109,5.05926539434461e-16
3,110,4.848593698392621e-16
3,111,4.766642357061161e-16
3,112,4.991741878886472e-16
3,113,4.4050318602425925e-16
3,114,5.094204104981569e-16
3,115,4.542058860163194e-16
3,116,4.615322341517179e-16
3,117,3.508095077947078e-16
3,118,5.094204104981569e-16
3,119,4.89972415201278e-16
3,120,5.094204104981569e-16
3,121,5.094204104981569e-16
3,122,4.469987764861214e-16
3,123,5.094204104981569e-16
3,124,5.094204104981569e-16
3,125,4.490743896924723e-16
3,126,3.910909610353555e-16
3,127,5.094204104981569e-16
3,128,4.978455027426112e-16
3,129,4.882137501374685e-16
3,130,3.319616694880709e-16
3,131,3.5457156195270963e-16
3,132,5.094204104981569e-16
3,133,3.441675739510243e-16
3,134,4.160470867084694e-16
3,135,5.094204104981569e-16
3,136,5.094204104981569e-16
3,137,5.094204104981569e-16
3,138,5.094204104981569e-16
3,139,4.708898135993746e-16
3,140,5.094204104981569e-16
3,141,5.094204104981569e-16
3,142,5.094204104981569e-16
3,143,5.094204104981569e-16
3,144,5.094204104981569e-16
3,145,5.094204104981569e-16
3,146,5.094204104981569e-16
3,147,5.094204104981569e-16
3,148,4.9186492562176e-16
3,149,5.094204104981569e-16
3,150,4.838435433019501e-16
3,151,5.094204104981569e-16
3,152,5.094204104981569e-16
3,153,5.094204104981569e-16
3,154,5.094204104981569e-16
3,155,4.636031913746214e-16
3,156,5.094204104981569e-16
3,157,5.094204104981569e-16
3,158,5.094204104981569e-16
3,159,5.094204104981569e-16
3,160,5.094204104981569e-16
3,161,5.094204104981569e-16
3,162,4.900829439710489e-16
3,163,5.094204104981569e-16
3,164,4.929726427320226e-16
3,165,5.094204104981569e-16
3,166,5.094204104981569e-16
3,167,5.094204104981569e-16
3,168,5.094204104981569e-16
3,169,5.094204104981569e-16
3,170,5.094204104981569e-16
3,171,5.094204104981569e-16
3,172,4.604652669361429e-16
3,173,5.094204104981569e-16
3,174,5.094204104981569e-16
3,175,5.094204104981569e-16
3,176,4.615710197693239e-16
3,177,3.166090096234244e-16
3,178,4.183490401222806e-16
3,179,3.961354785433505e-16
3,180,5.047601803249716e-16
3,181,5.094204104981569e-16
3,182,5.094204104981569e-16
3,183,5.094204104981569e-16
3,184,5.094204104981569e-16
3,185,5.094204104981569e-16
3,186,5.094204104981569e-16
3,187,5.094204104981569e-16
3,188,5.094204104981569e-16
3,189,5.094204104981569e-16
3,190,5.094204104981569e-16
3,191,5.094204104981569e-16
3,192,5.094204104981569e-16
3,193,4.561529109854344e-16
3,194,3.8242994264331605e-16
3,195,4.495387015302121e-16
3,196,4.888662910622651e-16
3,197,4.2958508443336697e-16
3,198,3.425367505685613e-16
3,199,4.3113970586844454e-16
3,200,4.14378055664464e-16
3,201,5.094204104981569e-16
3,202,3.247249179184667e-16
3,203,4.659849111152453e-16
3,204,5.094204104981569e-16
3,205,4.15911874650419e-16
3,206,4.686967244157833e-16
3,207,5.094204104981569e-16
3,208,5.094204104981569e-16
3,209,5.094204104981569e-16
3,210,4.171609900210161e-16
3,211,3.364374764520485e-16
3,212,5.094204104981569e-16
3,213,3.951354292671621e-16
4,5,3.4763428091626264e-16
4,6,3.4763428091626264e-16
4,7,3.4763428091626264e-16
4,8,3.000550843972403e-16
4,9,3.1918462834076346e-16
4,10,3.4763428091626264e-16
4,11,3.4763428091626264e-16
4,12,3.4763428091626264e-16
4,13,3.4763428091626264e-16
4,14,3.4763428091626264e-16
4,15,3.3763074707318113e-16
4,16,3.4763428091626264e-16
4,17,3.4763428091626264e-16
4,18,3.4763428091626264e-16
4,19,3.4763428091626264e-16
4,20,3.4763428091626264e-16
4,21,3.4763428091626264e-16
4,22,3.4763428091626264e-16
4,23,3.4763428091626264e-16
4,24,3.4763428091626264e-16
4,25,3.4763428091626264e-16
4,26,3.184183917835321e-16
4,27,2.872356616100176e-16
4,28,3.4763428091626264e-16
4,29,3.4763428091626264e-16
4,30,3.4763428091626264e-16
4,31,3.071071965939764e-16
4,32,3.0097804697532084e-16
4,33,3.4763428091626264e-16
4,34,3.2245333376783953e-16
4,35,3.4763428091626264e-16
4,36,3.4763428091626264e-16
4,37,3.1060734969702605e-16
4,38,3.4763428091626264e-16
4,39,3.4763428091626264e-16
4,40,3.003707763858824e-16
4,41,3.4763428091626264e-16
4,42,3.3108638862075824e-16
4,43,3.4763428091626264e-16
4,44,3.4637810495689853e-16
4,45,3.4763428091626264e-16
4,46,3.4763428091626264e-16
4,47,3.4763428091626264e-16
4,48,3.4763428091626264e-16
4,49,3.4763428091626264e-16
4,50,3.4763428091626264e-16
4,51,3.4763428091626264e-16
4,52,3.4763428091626264e-16
4,53,3.4763428091626264e-16
4,54,3.4763428091626264e-16
4,55,3.1814493160472258e-16
4,56,3.1709943213070514e-16
4,57,3.443690591606172e-16
4,58,3.09469133123394e-16
4,59,3.4763428091626264e-16
4,60,3.276281687089489e-16
4,61,2.993058225370025e-16
4,62,3.4763428091626264e-16
4,63,3.4763428091626264e-16
4,64,3.4763428091626264e-16
4,65,3.4763428091626264e-16
